"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
0,0,0.999999999984748,0,0,5.27422512981532e-15,0,2.73866034245062e-15,0,0,0,0,1.11798022285323e-12,4.40025000372349e-15,0,4.16969114917967e-15,5.22317703922011e-15,0,9.6109390603728e-13,0,2.92284099648421e-15,0,1.28344247673272e-11,3.56195517197069e-13,0,0,0
3.20696475606191e-15,2.90049743252541e-15,0,6.6456149134876e-14,3.64673740913788e-15,0,2.76167182471286e-14,0,3.25795916218539e-15,3.62791125001175e-15,2.36343166031639e-15,1.38424862710556e-13,0,0,3.30417149936323e-15,0,0,3.27593726931092e-15,0,3.48530180620383e-15,0,0.999999999999703,0,0,2.98623386196343e-15,3.52673142663474e-15,2.2295991546773e-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00000000000002,7.63760138511745e-14,0,-8.0367054059253e-14,1.97734838478275e-14,0,2.798488933759e-15,0,2.89258692905123e-16,1.74505959206559e-15,2.77785151579881e-15,1.71957412935415e-15,0,0,2.38448779751123e-15,0,0,0,0,3.05569402608304e-15,0,2.20654868549844e-15,0,0,2.63930874733129e-15,2.25340814031938e-15,1.86375585031682e-17
4.99253119234587e-15,3.56062888419443e-15,0,0,4.739157422881e-15,0,3.914471002173e-15,0,5.91117448933886e-15,7.96884628907292e-13,2.78757434255153e-15,5.46271692319601e-15,0,3.25176668738687e-15,0.999999999996379,0,0,3.93324649569488e-15,0,2.00870476406777e-12,0,4.13742191314126e-14,0,0,3.69005442204143e-15,7.31848093060665e-13,6.06315611283702e-15
8.13340321862809e-14,2.6487767859783e-15,0,1.04634882691936e-12,3.4366633627275e-15,0,2.8594570565765e-15,0,5.15444602029182e-15,0.999999999996975,2.71637107833504e-15,3.85294087441713e-15,0,0,3.24237106754949e-15,0,0,2.41887955968172e-15,0,0,0,3.44300492888727e-15,0,0,2.93339456651747e-15,3.33399259973518e-15,1.85977537747698e-12
0,0,3.37491838011398e-15,0,0,3.08033963030187e-15,0,3.94829018984706e-15,0,0,0,0,0,0,0,3.49953017296854e-15,9.49107376999295e-14,0,2.76206762414533e-15,0,0,0,2.23781686595374e-15,0.999999999999887,0,0,0
0,0,2.58749985216243e-15,0,0,2.29588521120132e-15,0,4.65624271341816e-15,0,0,0,0,0,0,0,3.42060435942361e-15,2.09271379110049e-15,0,3.8142547782509e-15,0,4.82564217920804e-15,0,-5.84069695402863e-16,0.999999999999985,0,0,0
0,0,3.72510778143873e-15,0,0,0.999999999998085,0,3.20553255505662e-16,0,0,0,0,-4.94783397625976e-13,2.37258397101495e-12,0,1.4489198333943e-14,4.27413996520119e-15,0,1.59420413700755e-14,0,3.45833659055682e-16,0,0,2.21511629950875e-15,0,0,0
4.00570590260464e-15,3.34875814291223e-15,0,0,6.41998018903128e-13,0,3.61292691181477e-15,0,4.30646199271229e-15,4.15477353726735e-15,2.86706319460251e-15,7.92284192355794e-12,0,0,3.77194288579911e-15,0,0,3.64464523097355e-15,0,0.999999999991395,0,3.9676625537336e-15,0,0,0,3.99352784674387e-15,4.54754444548819e-15
3.549457491745e-15,3.8958099912496e-15,0,0,3.40431452592369e-15,0,3.76075982987078e-15,0,3.42573574983601e-15,3.47747115778227e-15,4.1587930365274e-15,3.36371916728064e-15,0,0,3.68438089179532e-15,0,0,3.65153976112061e-15,0,3.6333058293451e-15,0,0.999999999999942,0,0,0,3.53923932987096e-15,2.32671721335199e-14
0,0,0.999999999955415,0,0,4.79075212902218e-15,0,3.68507810627364e-15,0,0,0,0,4.18368999456278e-11,3.86322714303038e-15,0,4.24191279452665e-15,4.61768936904761e-14,0,3.55436067116705e-15,0,3.43930789353639e-15,0,6.17548118290893e-15,2.6501322328277e-12,0,0,0
3.75298486723581e-15,4.05657943992486e-15,0,3.28632008332506e-15,3.56577364745055e-15,0,3.8902727558841e-15,0,3.66160166591095e-15,3.60491940598992e-15,4.43312771022365e-15,3.45063017718257e-15,0,0,3.81767006825501e-15,0,0,3.74587155716556e-15,0,3.74905012520207e-15,0,3.67815673416866e-15,0,0,4.83735972051495e-11,0.999999999951594,0
